incident_id,start_timestamp,end_timestamp,node_id,incident_type,severity,time_to_detect_sec,duration_sec,samples,max_score
INC_1778099959_jitter_deg,2026-05-06T21:39:19.293566,2026-05-06T21:39:19.293566,N1,jitter_degradation,low,5,0,1,0.235
INC_1778099999_latency_de,2026-05-06T21:39:59.641260,2026-05-06T21:39:59.641260,N1,latency_degradation,low,5,0,1,0.33
INC_1778100081_low_throug,2026-05-06T21:41:21.272702,2026-05-06T21:41:41.296035,N1,low_throughput,critical,5,20,2,0.98
INC_1778100121_latency_de,2026-05-06T21:42:01.438533,2026-05-06T21:42:01.438533,N1,latency_degradation,low,5,0,1,0.03
INC_1778100180_low_throug,2026-05-06T21:43:00.010678,2026-05-06T21:43:38.743483,N1,low_throughput,critical,5,38,3,0.98
INC_1778100238_jitter_deg,2026-05-06T21:43:58.287019,2026-05-06T21:43:58.287019,N1,jitter_degradation,medium,5,0,1,0.427
INC_1778100336_low_throug,2026-05-06T21:45:36.295588,2026-05-06T21:47:02.942382,N1,low_throughput,critical,5,86,4,0.98
INC_1778100402_jitter_deg,2026-05-06T21:46:42.852555,2026-05-06T21:46:42.852555,N1,jitter_degradation,low,5,0,1,0.32
INC_1778100442_latency_de,2026-05-06T21:47:22.787390,2026-05-06T21:47:22.787390,N1,latency_degradation,low,5,0,1,0.334
INC_1778100502_low_throug,2026-05-06T21:48:22.164001,2026-05-06T21:48:22.164001,N1,low_throughput,critical,5,0,1,0.98
INC_1778100521_high_jitte,2026-05-06T21:48:41.455879,2026-05-06T21:48:41.455879,N1,high_jitter,high,5,0,1,0.676
INC_1778100540_latency_de,2026-05-06T21:49:00.803448,2026-05-06T21:49:00.803448,N1,latency_degradation,low,5,0,1,0.027
INC_1778100640_low_throug,2026-05-06T21:50:40.221396,2026-05-06T21:50:59.704734,N1,low_throughput,critical,5,19,2,0.98
INC_1778100679_jitter_deg,2026-05-06T21:51:19.207635,2026-05-06T21:51:19.207635,N1,jitter_degradation,low,5,0,1,0.152
INC_1778100699_high_laten,2026-05-06T21:51:39.013459,2026-05-06T21:52:00.388727,N1,high_latency,critical,5,21,2,1.0
INC_1778100818_low_throug,2026-05-06T21:53:38.830236,2026-05-06T21:53:58.675851,N1,low_throughput,critical,5,19,2,0.98
INC_1778100858_jitter_deg,2026-05-06T21:54:18.336194,2026-05-06T21:54:18.336194,N1,jitter_degradation,low,5,0,1,0.312
INC_1778100878_high_laten,2026-05-06T21:54:38.614181,2026-05-06T21:54:38.614181,N1,high_latency,critical,5,0,1,1.0
INC_1778100930_low_throug,2026-05-06T21:55:30.376000,2026-05-06T21:58:43.399263,N1,low_throughput,critical,5,193,7,0.98
INC_1778100949_high_jitte,2026-05-06T21:55:49.743766,2026-05-06T21:57:55.691692,N1,high_jitter,medium,5,125,2,0.567
INC_1778101095_high_laten,2026-05-06T21:58:15.218354,2026-05-06T21:59:02.691160,N1,high_latency,critical,5,47,2,0.978
INC_1778101221_low_throug,2026-05-06T22:00:21.194590,2026-05-06T22:01:00.492001,N1,low_throughput,critical,5,39,3,0.98
INC_1778101280_jitter_deg,2026-05-06T22:01:20.498219,2026-05-06T22:01:20.498219,N1,jitter_degradation,low,5,0,1,0.357
INC_1778101299_high_laten,2026-05-06T22:01:39.977974,2026-05-06T22:01:39.977974,N1,high_latency,high,5,0,1,0.753
INC_1778101359_low_throug,2026-05-06T22:02:39.723128,2026-05-06T22:03:39.503624,N1,low_throughput,critical,5,59,4,0.98
INC_1778101459_jitter_deg,2026-05-06T22:04:19.278556,2026-05-06T22:04:19.278556,N1,jitter_degradation,low,5,0,1,0.355
INC_1778101499_low_throug,2026-05-06T22:04:59.110867,2026-05-06T22:05:19.230652,N1,low_throughput,critical,5,20,2,0.96
INC_1778101539_latency_de,2026-05-06T22:05:39.292602,2026-05-06T22:05:59.334888,N1,latency_degradation,medium,5,20,2,0.516
INC_1778101579_jitter_deg,2026-05-06T22:06:19.039698,2026-05-06T22:06:19.039698,N1,jitter_degradation,medium,5,0,1,0.432
INC_1778101637_low_throug,2026-05-06T22:07:17.720248,2026-05-06T22:07:37.063967,N1,low_throughput,critical,5,19,2,0.98
INC_1778101676_high_laten,2026-05-06T22:07:56.444138,2026-05-06T22:07:56.444138,N1,high_latency,critical,5,0,1,0.94
INC_1778101695_latency_de,2026-05-06T22:08:15.889951,2026-05-06T22:08:15.889951,N1,latency_degradation,medium,5,0,1,0.558
INC_1778101773_low_throug,2026-05-06T22:09:33.597284,2026-05-06T22:10:12.785821,N1,low_throughput,critical,5,39,3,0.98
INC_1778101832_latency_de,2026-05-06T22:10:32.635188,2026-05-06T22:10:32.635188,N1,latency_degradation,low,5,0,1,0.375
INC_1778101871_latency_de,2026-05-06T22:11:11.830273,2026-05-06T22:11:11.830273,N1,latency_degradation,medium,5,0,1,0.525
INC_1778101951_low_throug,2026-05-06T22:12:31.249884,2026-05-06T22:12:50.683743,N1,low_throughput,critical,5,19,2,0.98
INC_1778101990_high_laten,2026-05-06T22:13:10.164065,2026-05-06T22:13:30.722066,N1,high_latency,critical,5,20,2,1.0
INC_1778102132_low_throug,2026-05-06T22:15:32.308477,2026-05-06T22:16:32.103611,N1,low_throughput,critical,5,59,2,0.98
INC_1778102152_high_laten,2026-05-06T22:15:52.438866,2026-05-06T22:15:52.438866,N1,high_latency,medium,5,0,1,0.597
INC_1778102172_latency_de,2026-05-06T22:16:12.474178,2026-05-06T22:16:12.474178,N1,latency_degradation,medium,5,0,1,0.522
INC_1778102309_low_throug,2026-05-06T22:18:29.226868,2026-05-06T22:20:11.763861,N1,low_throughput,critical,5,102,3,0.98
INC_1778102347_high_laten,2026-05-06T22:19:07.962277,2026-05-06T22:19:50.216532,N1,high_latency,critical,5,42,3,1.0
INC_1778102469_high_jitte,2026-05-06T22:21:09.794479,2026-05-06T22:21:09.794479,N1,high_jitter,medium,5,0,1,0.547
INC_1778102490_low_throug,2026-05-06T22:21:30.244901,2026-05-06T22:21:30.244901,N1,low_throughput,critical,5,0,1,0.98
INC_1778102510_high_laten,2026-05-06T22:21:50.286004,2026-05-06T22:23:14.483309,N1,high_latency,critical,5,84,4,1.0
INC_1778102574_latency_de,2026-05-06T22:22:54.924908,2026-05-06T22:22:54.924908,N1,latency_degradation,medium,5,0,1,0.531
INC_1778102692_low_throug,2026-05-06T22:24:52.477336,2026-05-06T22:25:11.986332,N1,low_throughput,critical,5,19,2,0.98
INC_1778102731_jitter_deg,2026-05-06T22:25:31.452985,2026-05-06T22:25:31.452985,N1,jitter_degradation,low,5,0,1,0.037
INC_1778102830_low_throug,2026-05-06T22:27:10.522856,2026-05-06T22:27:49.866176,N1,low_throughput,critical,5,39,3,0.98
INC_1778102947_low_throug,2026-05-06T22:29:07.897400,2026-05-06T22:29:07.897400,N1,low_throughput,low,5,0,1,0.16
INC_1778102967_jitter_deg,2026-05-06T22:29:27.857505,2026-05-06T22:29:27.857505,N1,jitter_degradation,low,5,0,1,0.291
INC_1778103045_low_throug,2026-05-06T22:30:45.788055,2026-05-06T22:31:25.539942,N1,low_throughput,critical,5,39,2,0.98
INC_1778103065_latency_de,2026-05-06T22:31:05.629770,2026-05-06T22:31:45.358558,N1,latency_degradation,low,5,39,2,0.261
INC_1778103242_low_throug,2026-05-06T22:34:02.574572,2026-05-06T22:35:21.031444,N1,low_throughput,critical,5,78,3,0.98
INC_1778103281_latency_de,2026-05-06T22:34:41.949939,2026-05-06T22:36:01.094322,N1,latency_degradation,low,5,79,2,0.391
INC_1778103301_jitter_deg,2026-05-06T22:35:01.459738,2026-05-06T22:35:01.459738,N1,jitter_degradation,low,5,0,1,0.395
INC_1778103340_high_laten,2026-05-06T22:35:40.859353,2026-05-06T22:36:28.286438,N1,high_latency,critical,5,47,2,1.0
INC_1778103447_low_throug,2026-05-06T22:37:27.181341,2026-05-06T22:37:27.181341,N1,low_throughput,critical,5,0,1,0.98
INC_1778103466_jitter_deg,2026-05-06T22:37:46.558344,2026-05-06T22:37:46.558344,N1,jitter_degradation,low,5,0,1,0.099
INC_1778103485_high_jitte,2026-05-06T22:38:05.898870,2026-05-06T22:38:05.898870,N1,high_jitter,medium,5,0,1,0.553
INC_1778103563_low_throug,2026-05-06T22:39:23.984405,2026-05-06T22:39:23.984405,N1,low_throughput,critical,5,0,1,0.98
INC_1778103583_latency_de,2026-05-06T22:39:43.317835,2026-05-06T22:39:43.317835,N1,latency_degradation,medium,5,0,1,0.549
INC_1778103642_latency_de,2026-05-06T22:40:42.240111,2026-05-06T22:40:42.240111,N1,latency_degradation,medium,5,0,1,0.553
INC_1778103661_high_laten,2026-05-06T22:41:01.945666,2026-05-06T22:41:01.945666,N1,high_latency,high,5,0,1,0.782
INC_1778103681_jitter_deg,2026-05-06T22:41:21.837917,2026-05-06T22:41:21.837917,N1,jitter_degradation,medium,5,0,1,0.491
INC_1778103801_low_throug,2026-05-06T22:43:21.660609,2026-05-06T22:45:02.263380,N1,low_throughput,critical,5,100,5,0.98
INC_1778103882_jitter_deg,2026-05-06T22:44:42.040972,2026-05-06T22:44:42.040972,N1,jitter_degradation,medium,5,0,1,0.475
INC_1778103921_latency_de,2026-05-06T22:45:21.859574,2026-05-06T22:45:21.859574,N1,latency_degradation,medium,5,0,1,0.52
INC_1778103981_jitter_deg,2026-05-06T22:46:21.961526,2026-05-06T22:46:21.961526,N1,jitter_degradation,medium,5,0,1,0.491
INC_1778104041_low_throug,2026-05-06T22:47:21.850988,2026-05-06T22:48:01.497572,N1,low_throughput,medium,5,39,3,0.5
INC_1778104101_high_laten,2026-05-06T22:48:21.169552,2026-05-06T22:48:21.169552,N1,high_latency,high,5,0,1,0.645
INC_1778104160_low_throug,2026-05-06T22:49:20.366163,2026-05-06T22:49:39.746589,N1,low_throughput,critical,5,19,2,0.94
INC_1778104199_high_jitte,2026-05-06T22:49:59.090557,2026-05-06T22:50:37.889893,N1,high_jitter,medium,5,38,2,0.578
INC_1778104218_latency_de,2026-05-06T22:50:18.507922,2026-05-06T22:50:18.507922,N1,latency_degradation,medium,5,0,1,0.468
INC_1778104336_low_throug,2026-05-06T22:52:16.052188,2026-05-06T22:52:55.234663,N1,low_throughput,critical,5,39,3,0.98
INC_1778104472_low_throug,2026-05-06T22:54:32.887228,2026-05-06T22:54:52.390435,N1,low_throughput,critical,5,19,2,0.96
INC_1778104511_high_laten,2026-05-06T22:55:11.925117,2026-05-06T22:55:11.925117,N1,high_latency,critical,5,0,1,1.0
INC_1778104533_latency_de,2026-05-06T22:55:33.646581,2026-05-06T22:55:33.646581,N1,latency_degradation,low,5,0,1,0.328
INC_1778104592_low_throug,2026-05-06T22:56:32.262566,2026-05-06T22:56:52.024320,N1,low_throughput,critical,5,19,2,0.98
INC_1778104631_jitter_deg,2026-05-06T22:57:11.855113,2026-05-06T22:57:11.855113,N1,jitter_degradation,low,5,0,1,0.341
INC_1778104651_latency_de,2026-05-06T22:57:31.875304,2026-05-06T22:57:31.875304,N1,latency_degradation,medium,5,0,1,0.553
INC_1778104788_low_throug,2026-05-06T22:59:48.976332,2026-05-06T22:59:48.976332,N1,low_throughput,critical,5,0,1,0.96
INC_1778104808_latency_de,2026-05-06T23:00:08.310846,2026-05-06T23:00:08.310846,N1,latency_degradation,low,5,0,1,0.171
INC_1778104886_low_throug,2026-05-06T23:01:26.382507,2026-05-06T23:02:05.028901,N1,low_throughput,critical,5,38,3,0.98
INC_1778104944_high_laten,2026-05-06T23:02:24.431102,2026-05-06T23:02:24.431102,N1,high_latency,high,5,0,1,0.681
INC_1778105003_low_throug,2026-05-06T23:03:23.584853,2026-05-06T23:04:50.860520,N1,low_throughput,critical,5,87,5,0.98
INC_1778105110_jitter_deg,2026-05-06T23:05:10.172091,2026-05-06T23:05:10.172091,N1,jitter_degradation,low,5,0,1,0.069
INC_1778105227_low_throug,2026-05-06T23:07:07.213321,2026-05-06T23:08:06.537790,N1,low_throughput,critical,5,59,4,0.98
INC_1778105345_low_throug,2026-05-06T23:09:05.274757,2026-05-06T23:10:23.059707,N1,low_throughput,critical,5,77,5,0.98
INC_1778105540_low_throug,2026-05-06T23:12:20.161720,2026-05-06T23:12:59.650665,N1,low_throughput,critical,5,39,3,0.98
INC_1778105599_high_laten,2026-05-06T23:13:19.582001,2026-05-06T23:13:19.582001,N1,high_latency,medium,5,0,1,0.516
INC_1778105619_jitter_deg,2026-05-06T23:13:39.481336,2026-05-06T23:13:59.117526,N1,jitter_degradation,low,5,19,2,0.221
INC_1778105718_low_throug,2026-05-06T23:15:18.470355,2026-05-06T23:15:37.789282,N1,low_throughput,critical,5,19,2,0.98
INC_1778105757_jitter_deg,2026-05-06T23:15:57.102615,2026-05-06T23:15:57.102615,N1,jitter_degradation,low,5,0,1,0.291
INC_1778105815_low_throug,2026-05-06T23:16:55.787653,2026-05-06T23:17:35.318975,N1,low_throughput,critical,5,39,3,0.98
INC_1778105874_latency_de,2026-05-06T23:17:54.788038,2026-05-06T23:17:54.788038,N1,latency_degradation,low,5,0,1,0.211
INC_1778105993_low_throug,2026-05-06T23:19:53.140975,2026-05-06T23:20:13.238162,N1,low_throughput,critical,5,20,2,0.98
INC_1778106033_jitter_deg,2026-05-06T23:20:33.365199,2026-05-06T23:20:52.876749,N1,jitter_degradation,low,5,19,2,0.261
INC_1778106112_low_throug,2026-05-06T23:21:52.269915,2026-05-06T23:21:52.269915,N1,low_throughput,critical,5,0,1,0.98
INC_1778106131_jitter_deg,2026-05-06T23:22:11.591923,2026-05-06T23:22:11.591923,N1,jitter_degradation,medium,5,0,1,0.416
INC_1778106190_latency_de,2026-05-06T23:23:10.351422,2026-05-06T23:23:10.351422,N1,latency_degradation,low,5,0,1,0.102
INC_1778106217_low_throug,2026-05-06T23:23:37.856657,2026-05-06T23:23:37.856657,N1,low_throughput,critical,5,0,1,0.98
INC_1778106272_low_throug,2026-05-06T23:24:32.630436,2026-05-06T23:26:17.506567,N1,low_throughput,critical,5,104,6,0.98
INC_1778106396_latency_de,2026-05-06T23:26:36.851523,2026-05-06T23:26:36.851523,N1,latency_degradation,low,5,0,1,0.36
INC_1778106475_low_throug,2026-05-06T23:27:55.834642,2026-05-06T23:28:55.143100,N1,low_throughput,critical,5,59,3,0.98
INC_1778106514_latency_de,2026-05-06T23:28:34.909258,2026-05-06T23:28:34.909258,N1,latency_degradation,low,5,0,1,0.358
INC_1778106575_jitter_deg,2026-05-06T23:29:35.287861,2026-05-06T23:29:35.287861,N1,jitter_degradation,low,5,0,1,0.237
INC_1778106633_high_laten,2026-05-06T23:30:33.792216,2026-05-06T23:30:33.792216,N1,high_latency,high,5,0,1,0.711
INC_1778106653_low_throug,2026-05-06T23:30:53.386859,2026-05-06T23:30:53.386859,N1,low_throughput,critical,5,0,1,0.98
INC_1778106790_low_throug,2026-05-06T23:33:10.711301,2026-05-06T23:33:10.711301,N1,low_throughput,critical,5,0,1,0.98
INC_1778106810_high_laten,2026-05-06T23:33:30.152175,2026-05-06T23:33:51.584718,N1,high_latency,critical,5,21,2,1.0
INC_1778106910_low_throug,2026-05-06T23:35:10.524272,2026-05-06T23:35:10.524272,N1,low_throughput,critical,5,0,1,0.98
INC_1778106929_latency_de,2026-05-06T23:35:29.863294,2026-05-06T23:35:29.863294,N1,latency_degradation,low,5,0,1,0.246
INC_1778106949_jitter_deg,2026-05-06T23:35:49.148480,2026-05-06T23:35:49.148480,N1,jitter_degradation,low,5,0,1,0.109
INC_1778107026_low_throug,2026-05-06T23:37:06.796617,2026-05-06T23:39:24.914205,N1,low_throughput,critical,5,138,5,0.98
INC_1778107066_latency_de,2026-05-06T23:37:46.172200,2026-05-06T23:37:46.172200,N1,latency_degradation,low,5,0,1,0.286
INC_1778107085_high_laten,2026-05-06T23:38:05.723065,2026-05-06T23:38:05.723065,N1,high_latency,high,5,0,1,0.601
INC_1778107105_jitter_deg,2026-05-06T23:38:25.932448,2026-05-06T23:40:05.770966,N1,jitter_degradation,medium,5,99,2,0.584
INC_1778107185_local_reso,2026-05-06T23:39:45.051679,2026-05-06T23:39:45.051679,N1,local_resource_constraint,critical,5,0,1,0.881
INC_1778107244_low_throug,2026-05-06T23:40:44.816577,2026-05-06T23:41:24.559924,N1,low_throughput,critical,5,39,3,0.98
INC_1778107384_low_throug,2026-05-06T23:43:04.395217,2026-05-06T23:43:44.440280,N1,low_throughput,critical,5,40,3,0.98
INC_1778107444_high_jitte,2026-05-06T23:44:04.449834,2026-05-06T23:44:04.449834,N1,high_jitter,medium,5,0,1,0.563
INC_1778107465_high_laten,2026-05-06T23:44:25.180719,2026-05-06T23:44:25.180719,N1,high_latency,high,5,0,1,0.639
INC_1778107545_low_throug,2026-05-06T23:45:45.894203,2026-05-06T23:46:25.144458,N1,low_throughput,critical,5,39,2,0.98
INC_1778107565_jitter_deg,2026-05-06T23:46:05.622213,2026-05-06T23:46:05.622213,N1,jitter_degradation,low,5,0,1,0.096
INC_1778107604_high_laten,2026-05-06T23:46:44.914953,2026-05-06T23:47:05.041698,N1,high_latency,critical,5,20,2,0.8
INC_1778107705_low_throug,2026-05-06T23:48:25.488142,2026-05-06T23:48:45.130086,N1,low_throughput,critical,5,19,2,0.98
INC_1778107764_low_throug,2026-05-06T23:49:24.738856,2026-05-06T23:50:04.731500,N1,low_throughput,critical,5,39,3,0.98
INC_1778107864_low_throug,2026-05-06T23:51:04.844874,2026-05-06T23:51:44.671339,N1,low_throughput,critical,5,39,3,0.98
INC_1778107944_low_throug,2026-05-06T23:52:24.878247,2026-05-06T23:52:24.878247,N1,low_throughput,critical,5,0,1,0.98
INC_1778107964_high_laten,2026-05-06T23:52:44.665487,2026-05-06T23:53:04.656003,N1,high_latency,critical,5,19,2,1.0
INC_1778108004_high_jitte,2026-05-06T23:53:24.874716,2026-05-06T23:53:24.874716,N1,high_jitter,medium,5,0,1,0.55
INC_1778108044_latency_de,2026-05-06T23:54:04.915038,2026-05-06T23:54:04.915038,N1,latency_degradation,low,5,0,1,0.213
INC_1778108105_low_throug,2026-05-06T23:55:05.441311,2026-05-06T23:55:45.380581,N1,low_throughput,critical,5,39,3,0.98
INC_1778108165_latency_de,2026-05-06T23:56:05.137874,2026-05-06T23:56:05.137874,N1,latency_degradation,low,5,0,1,0.108
INC_1778108245_low_throug,2026-05-06T23:57:25.142252,2026-05-06T23:57:45.086422,N1,low_throughput,critical,5,19,2,0.98
INC_1778108285_high_jitte,2026-05-06T23:58:05.108004,2026-05-06T23:58:05.108004,N1,high_jitter,high,5,0,1,0.602
