timestamp,zone_id,cell_id,node_id,device_type,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,bandwidth_util_pct,cpu_pct,memory_pct,active_connections,queue_length,traffic_type,traffic_confidence,detection_method,is_peak_hour,day_of_week,hour_of_day,rssi_dbm,signal_quality_pct,channel,band_ghz,handover_event,handover_count,neighbor_count,channel_util_pct,connected_stations,tcp_retransmit_rate,mos_estimate,rsrp_dbm,rsrq_db,sinr_db,cqi,pci,cell_id_router,network_type_router,earfcn,enodeb_id,mcs,bler_proxy_pct,ho_status,ho_success_rate_pct,cssr_proxy_pct,data_source,anomaly_flag,anomaly_type,anomaly_score
2026-03-25T00:35:49.096896,Z1,C1,N1,workstation,42.5,9.0,0.0,0.0,0.0,0.4,51.6,10,21.25,unknown,0.1,pattern,False,Wednesday,0,-44,85,40,5GHz,False,0,3,3,0,-1.0,4.39,-73,-9,11.0,11,249,32CEDD,4G,42890,32CE,13,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:37:02.905361,Z1,C1,N1,workstation,43.0,1.6666666666666667,0.0,0.0,0.0,4.3,51.5,13,21.5,unknown,0.1,pattern,False,Wednesday,0,-38,85,40,5GHz,False,0,1,3,1,-1.0,4.4,-73,-14,19.0,10,249,32CEDD,4G,42890,32CE,4,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:38:16.718055,Z1,C1,N1,workstation,44.75,10.0,0.0,0.0,0.0,0.0,51.5,11,22.375,unknown,0.1,pattern,False,Wednesday,0,-37,85,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-16,3.0,12,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:39:30.287724,Z1,C1,N1,workstation,40.75,8.0,0.0,0.0,0.0,0.4,51.7,13,20.375,file_transfer,0.32,process,False,Wednesday,0,-38,85,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-15,5.0,10,249,32CEDD,4G,42890,32CE,12,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:40:44.899209,Z1,C1,N1,workstation,42.25,5.666666666666667,0.0,0.0,0.0,0.0,51.4,12,21.125,file_transfer,0.32,process,False,Wednesday,0,-42,85,40,5GHz,False,0,1,3,1,-1.0,4.39,-73,-11,12.0,12,249,32CEDD,4G,42890,32CE,13,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:41:58.634969,Z1,C1,N1,workstation,45.0,17.0,0.0,0.0,0.0,5.6,51.4,12,22.5,unknown,0.1,pattern,False,Wednesday,0,-36,85,40,5GHz,False,0,1,3,1,-1.0,4.38,-73,-16,7.0,9,249,32CEDD,4G,42890,32CE,18,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:43:12.633224,Z1,C1,N1,workstation,48.5,5.0,0.0,0.0,0.0,1.2,51.4,11,24.25,unknown,0.1,pattern,False,Wednesday,0,-38,85,40,5GHz,False,0,1,3,1,-1.0,4.39,-73,-15,15.0,10,249,32CEDD,4G,42890,32CE,20,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:44:26.699128,Z1,C1,N1,workstation,45.75,15.0,0.0,0.0,0.0,3.9,51.3,11,22.875,unknown,0.1,pattern,False,Wednesday,0,-37,85,40,5GHz,False,0,1,3,1,-1.0,4.38,-73,-16,7.0,14,249,32CEDD,4G,42890,32CE,18,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:45:40.407418,Z1,C1,N1,workstation,49.5,4.666666666666667,0.0,0.0,0.0,2.3,51.4,11,24.75,unknown,0.1,pattern,False,Wednesday,0,-36,85,40,5GHz,False,0,1,3,1,-1.0,4.39,-72,-16,20.0,12,249,32CEDD,4G,42890,32CE,12,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:46:54.417782,Z1,C1,N1,workstation,42.5,6.666666666666667,0.0,0.04,0.26666666666666666,0.4,51.1,12,21.262,unknown,0.1,pattern,False,Wednesday,0,-43,85,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-9,17.0,14,249,32CEDD,4G,42890,32CE,20,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:48:08.893205,Z1,C1,N1,workstation,48.75,3.6666666666666665,0.0,0.0,0.0,0.4,51.1,10,24.375,unknown,0.1,pattern,False,Wednesday,0,-41,85,40,5GHz,False,0,1,3,1,-1.0,4.39,-73,-12,16.0,11,249,32CEDD,4G,42890,32CE,13,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:49:22.538972,Z1,C1,N1,workstation,40.5,7.0,0.0,0.04,0.26666666666666666,0.4,51.3,14,20.262,unknown,0.1,pattern,False,Wednesday,0,-40,85,40,5GHz,False,0,1,3,1,-1.0,4.39,-73,-13,13.0,9,249,32CEDD,4G,42890,32CE,13,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:50:36.814693,Z1,C1,N1,workstation,48.0,19.0,0.0,0.0,0.0,3.5,51.3,11,24.0,unknown,0.1,pattern,False,Wednesday,0,-39,85,40,5GHz,False,0,1,4,1,-1.0,4.38,-73,-14,21.0,11,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:51:51.199285,Z1,C1,N1,workstation,44.5,5.333333333333333,0.0,0.0,0.0,0.4,51.4,13,22.25,unknown,0.1,pattern,False,Wednesday,0,-39,85,40,5GHz,False,0,1,4,1,-1.0,4.39,-73,-13,15.0,12,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:53:05.254055,Z1,C1,N1,workstation,40.5,2.0,0.0,0.0,0.0,0.8,51.4,13,20.25,unknown,0.1,pattern,False,Wednesday,0,-39,85,40,5GHz,False,0,1,3,1,-1.0,4.4,-73,-13,13.0,8,249,32CEDD,4G,42890,32CE,19,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:54:19.165691,Z1,C1,N1,workstation,39.75,8.333333333333334,0.0,0.04,0.26666666666666666,4.3,53.0,32,19.887,browsing,0.35,process,False,Wednesday,0,-44,86,40,5GHz,False,0,4,5,0,-1.0,4.39,-73,-9,16.0,12,249,32CEDD,4G,42890,32CE,14,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.92
2026-03-25T00:55:33.178213,Z1,C1,N1,workstation,44.25,12.333333333333334,0.0,0.0,0.0,0.4,51.7,28,22.125,browsing,0.34,process,False,Wednesday,0,-36,85,40,5GHz,False,0,4,5,0,-1.0,4.39,-73,-16,6.0,8,249,32CEDD,4G,42890,32CE,29,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:56:47.253636,Z1,C1,N1,workstation,34.5,3.6666666666666665,0.0,0.0,0.0,15.4,52.3,15,17.25,browsing,0.32,process,False,Wednesday,0,-36,85,40,5GHz,False,0,1,5,1,-1.0,4.4,-73,-16,2.0,12,249,32CEDD,4G,42890,32CE,18,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:58:01.753374,Z1,C1,N1,workstation,44.5,23.666666666666668,0.0,0.0,0.0,7.4,52.9,14,22.25,browsing,0.32,process,False,Wednesday,0,-37,85,40,5GHz,False,0,1,5,1,-1.0,4.37,-73,-16,5.0,9,249,32CEDD,4G,42890,32CE,9,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T00:59:15.900202,Z1,C1,N1,workstation,53.0,33.333333333333336,0.0,0.52,3.4666666666666663,1.2,53.6,15,26.656,gaming,0.1,pattern,False,Wednesday,0,-37,96,7,,False,0,6,7,1,-1.0,4.36,-73,-16,18.0,11,249,32CEDD,4G,42890,32CE,19,0.0,none,0.0,0.0,wifi+router,False,normal,0.0
2026-03-25T01:00:30.261454,Z1,C1,N1,workstation,70.0,31.333333333333332,0.0,0.0,0.0,14.9,53.6,13,35.0,browsing,0.31,process,False,Wednesday,1,-43,96,7,,False,0,6,7,1,-1.0,4.36,-74,-10,12.0,10,249,32CEDD,4G,42890,32CE,14,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
2026-03-25T01:01:44.071530,Z1,C1,N1,workstation,38.5,6.666666666666667,0.0,0.02,0.13333333333333333,8.6,53.6,12,19.256,browsing,0.31,process,False,Wednesday,1,-45,96,7,,False,0,1,9,6,-1.0,4.39,-73,-8,7.0,13,249,32CEDD,4G,42890,32CE,19,0.0,none,0.0,0.0,wifi+router,True,low_throughput,0.96
2026-03-25T01:02:59.088925,Z1,C1,N1,workstation,39.5,7.666666666666667,0.0,0.0,0.0,1.9,54.0,13,19.75,browsing,0.32,process,False,Wednesday,1,-36,96,7,,False,0,1,4,6,-1.0,4.39,-73,-16,9.0,11,249,32CEDD,4G,42890,32CE,11,0.0,none,0.0,0.0,wifi+router,True,low_throughput,1.0
